"product_id","category","units_sold","price"
"P0153","Furniture",52,"48.96"
"P0083","Toys",114,"71.75"
"P0125","Clothing",186,"51.36"
"P0017","Toys",115,"32.95"
"P0149","Furniture",61,"66.53"
"P0094","Groceries",131,"80.19"
"P0066","Clothing",53,"70.03"
"P0061","Clothing",44,"25.27"
"P0085","Electronics",96,"50.08"
"P0068","Electronics",68,"21.79"
"P0126","Clothing",99,"72.96"
"P0133","Clothing",108,"88.96"
"P0096","Toys",60,"43.71"
"P0016","Clothing",104,"32.44"
"P0031","Electronics",124,"46.49"
"P0159","Electronics",71,"40.99"
"P0129","Furniture",83,"62.62"
"P0116","Furniture",127,"55.82"
"P0070","Electronics",101,"32.02"
"P0171","Electronics",58,"44.26"
"P0175","Electronics",74,"32.14"
"P0046","Clothing",164,"79.85"
"P0067","Furniture",107,"37.84"
"P0183","Electronics",126,"13.84"
"P0166","Groceries",117,"17.93"
"P0187","Clothing",102,"86.12"
"P0178","Clothing",112,"57.76"
"P0153","Furniture",63,"83.67"
"P0083","Toys",88,"98.35"
"P0069","Clothing",84,"64.75"
"P0125","Clothing",78,"54.22"
"P0017","Toys",97,"26.41"
"P0149","Furniture",126,"57.13"
"P0094","Groceries",173,"11.78"
"P0066","Clothing",133,"52.79"
"P0061","Clothing",133,"34.65"
"P0085","Electronics",79,"69.93"
"P0126","Clothing",78,"15.36"
"P0133","Clothing",84,"11.36"
"P0096","Toys",88,"24.98"
"P0016","Clothing",106,"95.35"
"P0031","Electronics",61,"26.43"
"P0159","Electronics",197,"62.72"
"P0129","Furniture",20,"99.29"
"P0116","Furniture",109,"49.31"
"P0070","Electronics",61,"16.07"
"P0171","Electronics",73,"93.43"
"P0175","Electronics",51,"37.83"
"P0046","Clothing",66,"78.69"
"P0067","Furniture",52,"79.26"
"P0183","Electronics",39,"70.89"
"P0166","Groceries",211,"40.6"
"P0079","Furniture",122,"32.09"
"P0187","Clothing",137,"83.71"
"P0178","Clothing",34,"27.67"
"P0153","Furniture",116,"14.18"
"P0083","Toys",121,"55.83"
"P0069","Clothing",139,"30.59"
"P0125","Clothing",186,"85.52"
"P0017","Toys",120,"92.17"
"P0149","Furniture",87,"22.72"
"P0094","Groceries",170,"17.75"
"P0066","Clothing",67,"24.94"
"P0061","Clothing",78,"85.63"
"P0085","Electronics",59,"44.93"
"P0068","Electronics",147,"41.82"
"P0126","Clothing",74,"17.03"
"P0133","Clothing",57,"88.32"
"P0096","Toys",137,"41.51"
"P0016","Clothing",64,"58.55"
"P0031","Electronics",79,"21.46"
"P0159","Electronics",116,"48.96"
"P0129","Furniture",58,"30.96"
"P0116","Furniture",84,"77.48"
"P0070","Electronics",69,"63.55"
"P0171","Electronics",142,"18.22"
"P0175","Electronics",141,"12.91"
"P0046","Clothing",125,"23.56"
"P0067","Furniture",75,"73.53"
"P0183","Electronics",87,"39.97"
"P0166","Groceries",144,"24.14"
"P0079","Furniture",55,"77.85"
"P0187","Clothing",86,"67.32"
"P0178","Clothing",96,"87.19"
"P0153","Furniture",103,"97.52"
"P0083","Toys",110,"92.01"
"P0125","Clothing",103,"40.15"
"P0017","Toys",148,"69.7"
"P0149","Furniture",36,"26.62"
"P0094","Groceries",97,"55.36"
"P0066","Clothing",122,"54.94"
"P0085","Electronics",40,"54.46"
"P0068","Electronics",83,"68.39"
"P0126","Clothing",53,"14.97"
"P0133","Clothing",83,"24.17"
"P0096","Toys",135,"32.57"
"P0016","Clothing",82,"93"
"P0031","Electronics",66,"86.11"
"P0159","Electronics",113,"95.85"
"P0129","Furniture",132,"77.65"
"P0116","Furniture",98,"50.09"
"P0070","Electronics",119,"29.79"
"P0175","Electronics",143,"35.94"
"P0046","Clothing",53,"83.59"
"P0166","Groceries",179,"36.41"
"P0079","Furniture",92,"24.67"
"P0187","Clothing",130,"32.74"
"P0178","Clothing",100,"80.12"
"P0057","Clothing",82,"94.44"
"P0153","Furniture",90,"50.1"
"P0083","Toys",77,"44.77"
"P0069","Clothing",58,"36.06"
"P0125","Clothing",81,"30.57"
"P0017","Toys",83,"90.98"
"P0094","Groceries",89,"94.12"
"P0061","Clothing",141,"19.63"
"P0085","Electronics",89,"25.57"
"P0068","Electronics",63,"30.14"
"P0126","Clothing",4,"89.99"
"P0133","Clothing",157,"43.26"
"P0096","Toys",86,"64.9"
"P0016","Clothing",128,"99.63"
"P0031","Electronics",64,"73.55"
"P0159","Electronics",81,"45.61"
"P0129","Furniture",69,"45.01"
"P0116","Furniture",63,"64.4"
"P0070","Electronics",138,"69.97"
"P0171","Electronics",65,"58.43"
"P0175","Electronics",116,"51.42"
"P0046","Clothing",111,"75.59"
"P0067","Furniture",157,"68.49"
"P0183","Electronics",100,"60.7"
"P0166","Groceries",122,"56.7"
"P0079","Furniture",84,"40.53"
"P0187","Clothing",93,"63.13"
"P0178","Clothing",89,"20.22"
"P0057","Clothing",104,"90.92"
"P0153","Furniture",65,"89"
"P0083","Toys",94,"51.73"
"P0069","Clothing",82,"78.51"
"P0125","Clothing",106,"85.36"
"P0149","Furniture",113,"13.56"
"P0094","Groceries",114,"83.02"
"P0066","Clothing",80,"39.36"
"P0061","Clothing",90,"45.2"
"P0085","Electronics",123,"28.99"
"P0068","Electronics",44,"39"
"P0126","Clothing",38,"32.26"
"P0133","Clothing",114,"83.81"
"P0096","Toys",124,"22.07"
"P0016","Clothing",43,"85.3"
"P0031","Electronics",92,"16.53"
"P0159","Electronics",116,"18.5"
"P0129","Furniture",38,"59.76"
"P0116","Furniture",37,"73.03"
"P0171","Electronics",55,"37.39"
"P0175","Electronics",116,"71.54"
"P0046","Clothing",83,"22.04"
"P0067","Furniture",106,"63.37"
"P0183","Electronics",91,"47.01"
"P0079","Furniture",100,"72.05"
"P0187","Clothing",88,"75.02"
"P0178","Clothing",96,"35.58"
"P0153","Furniture",118,"61.01"
"P0069","Clothing",82,"59.18"
"P0125","Clothing",108,"74.62"
"P0017","Toys",76,"40.97"
"P0149","Furniture",159,"34.58"
"P0066","Clothing",94,"51.57"
"P0061","Clothing",85,"85.15"
"P0085","Electronics",130,"16.8"
"P0068","Electronics",89,"78.75"
"P0126","Clothing",101,"11.26"
"P0133","Clothing",63,"19.84"
"P0096","Toys",90,"61.05"
"P0159","Electronics",54,"19.14"
"P0116","Furniture",64,"78.25"
"P0070","Electronics",49,"98.05"
"P0171","Electronics",126,"57.46"
"P0175","Electronics",111,"32.83"
"P0067","Furniture",137,"70.47"
"P0183","Electronics",69,"31.83"
"P0166","Groceries",101,"50.41"
"P0079","Furniture",99,"67.77"
"P0187","Clothing",88,"46.36"
"P0178","Clothing",101,"98.96"
"P0057","Clothing",119,"13.18"
"P0153","Furniture",67,"76.68"
"P0083","Toys",40,"13.16"
"P0069","Clothing",147,"96.94"
"P0125","Clothing",98,"82.6"
"P0017","Toys",7,"11.17"
"P0149","Furniture",99,"25.85"
"P0061","Clothing",127,"87.52"
"P0085","Electronics",66,"65.86"
"P0068","Electronics",83,"76.39"
"P0126","Clothing",69,"53.16"
"P0133","Clothing",56,"78.66"
"P0096","Toys",17,"27.38"
"P0016","Clothing",117,"10.85"
"P0031","Electronics",51,"45.14"
"P0129","Furniture",76,"33.35"
"P0116","Furniture",84,"67.31"
"P0070","Electronics",70,"86.64"
"P0171","Electronics",95,"51.12"
"P0175","Electronics",62,"21.42"
"P0046","Clothing",37,"30.65"
"P0067","Furniture",69,"34.09"
"P0183","Electronics",82,"38.38"
"P0166","Groceries",200,"49.7"
"P0079","Furniture",81,"75.15"
"P0187","Clothing",106,"20.02"
"P0057","Clothing",123,"93.49"
"P0153","Furniture",78,"25.35"
"P0149","Furniture",37,"37.32"
"P0094","Groceries",122,"56.2"
"P0066","Clothing",55,"93.79"
"P0061","Clothing",70,"58.61"
"P0085","Electronics",103,"22.54"
"P0068","Electronics",102,"85.06"
"P0126","Clothing",64,"84.28"
"P0133","Clothing",106,"54.15"
"P0016","Clothing",80,"94.63"
"P0031","Electronics",64,"17.95"
"P0159","Electronics",124,"66.8"
"P0129","Furniture",217,"18.28"
"P0116","Furniture",112,"48.19"
"P0070","Electronics",82,"82.91"
"P0171","Electronics",78,"46.73"
"P0175","Electronics",128,"20.15"
"P0046","Clothing",100,"18.9"
"P0067","Furniture",91,"81.34"
"P0183","Electronics",156,"20.24"
"P0166","Groceries",117,"31.42"
"P0079","Furniture",116,"52.6"
"P0178","Clothing",65,"25.06"
"P0057","Clothing",134,"55.29"
"P0153","Furniture",147,"94.1"
"P0083","Toys",129,"82.11"
"P0069","Clothing",85,"29.11"
"P0149","Furniture",141,"74.12"
"P0094","Groceries",120,"56.36"
"P0066","Clothing",98,"19.21"
"P0061","Clothing",68,"53.65"
"P0085","Electronics",84,"55.68"
"P0068","Electronics",149,"11.82"
"P0126","Clothing",153,"19.76"
"P0133","Clothing",64,"15.87"
"P0016","Clothing",53,"43.55"
"P0031","Electronics",91,"39.46"
"P0159","Electronics",122,"74.53"
"P0129","Furniture",79,"28.3"
"P0070","Electronics",99,"27.75"
"P0175","Electronics",80,"11.32"
"P0046","Clothing",73,"36.46"
"P0067","Furniture",65,"48.88"
"P0166","Groceries",85,"31.22"
"P0079","Furniture",70,"20.39"
"P0057","Clothing",92,"46.65"
"P0153","Furniture",94,"10.65"
"P0083","Toys",67,"68.48"
"P0069","Clothing",66,"12.82"
"P0125","Clothing",99,"69.51"
"P0017","Toys",85,"22.47"
"P0094","Groceries",103,"68.63"
"P0066","Clothing",158,"37.97"
"P0061","Clothing",73,"79.24"
"P0085","Electronics",53,"65.52"
"P0068","Electronics",198,"35.26"
"P0126","Clothing",75,"59.79"
"P0133","Clothing",147,"67.79"
"P0096","Toys",67,"74.06"
"P0031","Electronics",114,"96.58"
"P0159","Electronics",143,"14.82"
"P0129","Furniture",52,"29.11"
"P0116","Furniture",84,"69.98"
"P0070","Electronics",103,"65.18"
"P0171","Electronics",79,"57.24"
"P0175","Electronics",100,"43.69"
"P0046","Clothing",71,"55.34"
"P0067","Furniture",168,"45.67"
"P0183","Electronics",38,"30.16"
"P0166","Groceries",143,"72.18"
"P0079","Furniture",83,"38.13"
"P0187","Clothing",91,"56.75"
"P0178","Clothing",144,"56.5"
"P0057","Clothing",90,"27.65"
"P0153","Furniture",105,"41.39"
"P0083","Toys",78,"81.99"
"P0069","Clothing",140,"34.88"
"P0125","Clothing",47,"12.78"
"P0017","Toys",89,"65.26"
"P0149","Furniture",95,"43.23"
"P0094","Groceries",134,"96.46"
"P0066","Clothing",136,"71.31"
"P0061","Clothing",3,"32.02"
"P0085","Electronics",67,"46.64"
"P0068","Electronics",119,"64.05"
"P0126","Clothing",66,"94.5"
"P0133","Clothing",39,"28.23"
"P0096","Toys",65,"92.42"
"P0016","Clothing",115,"52.55"
"P0031","Electronics",86,"34.16"
"P0159","Electronics",128,"76.57"
"P0129","Furniture",62,"81.6"
"P0116","Furniture",150,"51.95"
"P0070","Electronics",103,"54.22"
"P0171","Electronics",79,"25.79"
"P0175","Electronics",93,"54.78"
"P0046","Clothing",85,"34.93"
"P0067","Furniture",207,"90.83"
"P0183","Electronics",93,"50.23"
"P0166","Groceries",159,"76.12"
"P0079","Furniture",85,"13.38"
"P0187","Clothing",60,"51.35"
"P0178","Clothing",57,"74.13"
"P0153","Furniture",38,"93.03"
"P0083","Toys",107,"19.84"
"P0069","Clothing",61,"48"
"P0125","Clothing",121,"89.19"
"P0017","Toys",62,"85.34"
"P0094","Groceries",158,"44.25"
"P0066","Clothing",57,"49.93"
"P0061","Clothing",80,"82.6"
"P0068","Electronics",117,"27.58"
"P0126","Clothing",84,"27.27"
"P0133","Clothing",90,"93.07"
"P0096","Toys",79,"83.05"
"P0016","Clothing",67,"49.69"
"P0031","Electronics",67,"43.01"
"P0159","Electronics",49,"73.72"
"P0129","Furniture",96,"85.97"
"P0116","Furniture",133,"64.29"
"P0070","Electronics",111,"63.83"
"P0046","Clothing",124,"16.63"
"P0067","Furniture",49,"24.46"
"P0183","Electronics",50,"86.37"
"P0166","Groceries",137,"48.51"
"P0079","Furniture",58,"79.29"
"P0187","Clothing",61,"92.3"
"P0178","Clothing",92,"58.44"
"P0057","Clothing",133,"61.14"
"P0153","Furniture",63,"33.27"
"P0083","Toys",114,"66.43"
"P0069","Clothing",78,"20.53"
"P0017","Toys",91,"63.54"
"P0149","Furniture",101,"68.85"
"P0094","Groceries",131,"10.69"
"P0066","Clothing",94,"66.88"
"P0061","Clothing",47,"88.63"
"P0068","Electronics",89,"99.19"
"P0133","Clothing",114,"67.79"
"P0016","Clothing",87,"54.73"
"P0031","Electronics",111,"21.16"
"P0159","Electronics",120,"28.56"
"P0129","Furniture",64,"60.73"
"P0116","Furniture",75,"86.73"
"P0070","Electronics",158,"52.61"
"P0171","Electronics",78,"48.28"
"P0175","Electronics",92,"11.89"
"P0046","Clothing",31,"95.18"
"P0067","Furniture",124,"24.47"
"P0183","Electronics",35,"62.18"
"P0079","Furniture",132,"13.06"
"P0057","Clothing",71,"45.5"
"P0153","Furniture",93,"16.5"
"P0083","Toys",62,"70.91"
"P0017","Toys",35,"27.88"
"P0149","Furniture",129,"91.67"
"P0094","Groceries",146,"46.18"
"P0066","Clothing",138,"98.3"
"P0061","Clothing",104,"56.23"
"P0085","Electronics",111,"17.95"
"P0068","Electronics",66,"95.6"
"P0126","Clothing",92,"77.08"
"P0133","Clothing",70,"25.47"
"P0096","Toys",78,"14.68"
"P0016","Clothing",69,"26.83"
"P0031","Electronics",85,"21.29"
"P0159","Electronics",83,"16.87"
"P0129","Furniture",175,"91.35"
"P0070","Electronics",77,"41.44"
"P0171","Electronics",32,"24.97"
"P0175","Electronics",112,"92.05"
"P0046","Clothing",95,"81.54"
"P0067","Furniture",91,"43.88"
"P0183","Electronics",139,"19.39"
"P0166","Groceries",137,"48.92"
"P0079","Furniture",83,"77.62"
"P0187","Clothing",38,"72.49"
"P0178","Clothing",62,"21.05"
"P0057","Clothing",119,"54.51"
"P0153","Furniture",139,"58.29"
"P0083","Toys",67,"34.59"
"P0125","Clothing",93,"26.15"
"P0017","Toys",133,"31.55"
"P0094","Groceries",115,"72.82"
"P0061","Clothing",85,"13.11"
"P0085","Electronics",130,"52.25"
"P0068","Electronics",126,"88.98"
"P0126","Clothing",68,"26.29"
"P0133","Clothing",199,"19.31"
"P0096","Toys",41,"48.91"
"P0016","Clothing",74,"20.05"
"P0031","Electronics",88,"12.43"
"P0159","Electronics",95,"22.19"
"P0129","Furniture",98,"98.45"
"P0116","Furniture",47,"82.45"
"P0171","Electronics",88,"26.61"
"P0175","Electronics",220,"61.27"
"P0046","Clothing",94,"42.28"
"P0183","Electronics",51,"55.15"
"P0166","Groceries",65,"76.94"
"P0079","Furniture",54,"61.9"
"P0187","Clothing",88,"43.33"
"P0178","Clothing",39,"39.83"
"P0057","Clothing",96,"30.74"
"P0153","Furniture",76,"78.98"
"P0083","Toys",120,"14.57"
"P0069","Clothing",55,"21.52"
"P0125","Clothing",150,"35.17"
"P0149","Furniture",199,"18.58"
"P0094","Groceries",160,"33.14"
"P0066","Clothing",60,"91.2"
"P0061","Clothing",49,"34.56"
"P0085","Electronics",60,"79.42"
"P0068","Electronics",104,"46.79"
"P0126","Clothing",107,"30.14"
"P0133","Clothing",139,"86.27"
"P0096","Toys",99,"21.97"
"P0016","Clothing",111,"38.43"
"P0031","Electronics",171,"41.85"
"P0159","Electronics",60,"78.87"
"P0070","Electronics",66,"28.01"
"P0171","Electronics",68,"10.68"
"P0175","Electronics",51,"63.89"
"P0046","Clothing",43,"15.06"
"P0067","Furniture",63,"84.05"
"P0183","Electronics",55,"65.74"
"P0166","Groceries",212,"55.44"
"P0187","Clothing",84,"15.71"
"P0178","Clothing",97,"54.69"
"P0057","Clothing",159,"24.49"
"P0153","Furniture",69,"84.03"
"P0069","Clothing",51,"92.4"
"P0125","Clothing",87,"67.27"
"P0017","Toys",103,"33.3"
"P0149","Furniture",138,"26.21"
"P0094","Groceries",99,"85.64"
"P0066","Clothing",73,"60.35"
"P0061","Clothing",62,"40.51"
"P0085","Electronics",24,"82.42"
"P0126","Clothing",68,"92.32"
"P0133","Clothing",48,"10.97"
"P0096","Toys",79,"91.5"
"P0016","Clothing",129,"64.97"
"P0031","Electronics",87,"87.38"
"P0159","Electronics",93,"90.94"
"P0129","Furniture",61,"88.05"
"P0116","Furniture",37,"98.99"
"P0070","Electronics",90,"47.03"
"P0171","Electronics",131,"90.88"
"P0175","Electronics",35,"68.87"
"P0046","Clothing",55,"57.16"
"P0067","Furniture",51,"66.7"
"P0183","Electronics",130,"87.94"
"P0166","Groceries",123,"73.36"
"P0079","Furniture",93,"95.22"
"P0187","Clothing",106,"50.64"
"P0178","Clothing",50,"80.21"
"P0057","Clothing",99,"58.71"
"P0153","Furniture",83,"69.95"
"P0083","Toys",58,"74.73"
"P0125","Clothing",88,"94.93"
"P0017","Toys",133,"15.16"
"P0149","Furniture",90,"45.59"
"P0094","Groceries",126,"82.99"
"P0066","Clothing",91,"98.91"
"P0061","Clothing",114,"63.62"
"P0085","Electronics",70,"11.96"
"P0068","Electronics",133,"19.41"
"P0126","Clothing",163,"59.55"
"P0133","Clothing",77,"22.81"
"P0016","Clothing",106,"17.03"
"P0031","Electronics",75,"68.87"
"P0159","Electronics",60,"38.77"
"P0129","Furniture",66,"73.59"
"P0116","Furniture",64,"14.38"
"P0175","Electronics",100,"96.71"
"P0046","Clothing",119,"17.41"
"P0067","Furniture",56,"73.32"
"P0183","Electronics",129,"27.91"
"P0166","Groceries",224,"56.55"
"P0079","Furniture",48,"94.97"
"P0187","Clothing",61,"13.85"
"P0178","Clothing",76,"67.42"
"P0057","Clothing",60,"31.43"
"P0153","Furniture",59,"42.92"
"P0083","Toys",127,"97.96"
"P0069","Clothing",147,"60.48"
"P0125","Clothing",44,"47.95"
"P0017","Toys",81,"64.08"
"P0066","Clothing",95,"30.44"
"P0061","Clothing",99,"98.1"
"P0085","Electronics",75,"31.42"
"P0068","Electronics",60,"98.95"
"P0126","Clothing",150,"59.78"
"P0133","Clothing",99,"71.46"
"P0096","Toys",91,"33.92"
"P0031","Electronics",85,"18.2"
"P0159","Electronics",79,"14.58"
"P0129","Furniture",63,"97.6"
"P0116","Furniture",135,"30.52"
"P0070","Electronics",77,"85.8"
"P0171","Electronics",58,"31.05"
"P0175","Electronics",87,"91.04"
"P0046","Clothing",91,"91.58"
"P0067","Furniture",90,"82.17"
"P0183","Electronics",125,"44.94"
"P0166","Groceries",123,"22.31"
"P0079","Furniture",138,"25.69"
"P0187","Clothing",126,"14.26"
"P0057","Clothing",36,"82.73"
"P0153","Furniture",106,"13.06"
"P0069","Clothing",83,"64.29"
"P0125","Clothing",87,"13.88"
"P0017","Toys",80,"19.33"
"P0149","Furniture",47,"17.24"
"P0094","Groceries",105,"49.32"
"P0066","Clothing",49,"43.99"
"P0061","Clothing",120,"69"
"P0085","Electronics",64,"26.84"
"P0068","Electronics",74,"89.48"
"P0126","Clothing",35,"95.66"
"P0133","Clothing",138,"92.72"
"P0016","Clothing",169,"90.45"
"P0031","Electronics",76,"27.4"
"P0159","Electronics",56,"86.14"
"P0129","Furniture",87,"84.33"
"P0116","Furniture",74,"34.59"
"P0070","Electronics",98,"41.28"
"P0171","Electronics",95,"62.22"
"P0175","Electronics",100,"12.16"
"P0046","Clothing",124,"92.29"
"P0067","Furniture",49,"69.16"
"P0183","Electronics",101,"11.09"
"P0166","Groceries",110,"93.27"
"P0079","Furniture",114,"69.67"
"P0187","Clothing",132,"29.79"
"P0178","Clothing",56,"15.94"
"P0057","Clothing",101,"51.19"
"P0153","Furniture",113,"39.84"
"P0083","Toys",54,"54.24"
"P0069","Clothing",76,"25.42"
"P0125","Clothing",53,"96"
"P0017","Toys",87,"39.86"
"P0149","Furniture",81,"34.88"
"P0094","Groceries",121,"29.93"
"P0066","Clothing",61,"58.78"
"P0061","Clothing",50,"83.41"
"P0085","Electronics",90,"21.78"
"P0068","Electronics",20,"96.63"
"P0126","Clothing",116,"92.44"
"P0133","Clothing",113,"99.56"
"P0096","Toys",97,"35.4"
"P0016","Clothing",31,"39.93"
"P0031","Electronics",130,"97.9"
"P0159","Electronics",133,"70.56"
"P0116","Furniture",74,"52.55"
"P0070","Electronics",105,"91.12"
"P0171","Electronics",111,"11.5"
"P0175","Electronics",80,"18.36"
"P0046","Clothing",78,"92.48"
"P0067","Furniture",113,"78.39"
"P0183","Electronics",150,"10.05"
"P0166","Groceries",108,"85.62"
"P0079","Furniture",80,"21.05"
"P0187","Clothing",113,"83.53"
"P0178","Clothing",125,"99.01"
"P0057","Clothing",84,"92.26"
"P0153","Furniture",96,"73.57"
"P0083","Toys",49,"13.23"
"P0125","Clothing",121,"41.03"
"P0017","Toys",67,"72.49"
"P0149","Furniture",97,"14.4"
"P0094","Groceries",80,"23.25"
"P0066","Clothing",120,"16.39"
"P0061","Clothing",134,"40.03"
"P0085","Electronics",76,"62.73"
"P0068","Electronics",21,"81.38"
"P0126","Clothing",119,"43.75"
"P0133","Clothing",106,"98.9"
"P0016","Clothing",98,"71.79"
"P0031","Electronics",41,"28.77"
"P0129","Furniture",75,"38.97"
"P0116","Furniture",102,"30.7"
"P0070","Electronics",68,"30.41"
"P0171","Electronics",91,"75.11"
"P0175","Electronics",97,"46.07"
"P0046","Clothing",97,"59.74"
"P0067","Furniture",77,"95.3"
"P0183","Electronics",59,"86.17"
"P0166","Groceries",126,"44.09"
"P0079","Furniture",104,"69.29"
"P0187","Clothing",41,"64.91"
"P0178","Clothing",78,"14.79"
"P0057","Clothing",102,"91.64"
"P0083","Toys",34,"65.59"
"P0017","Toys",0,"24.18"
"P0094","Groceries",160,"55.54"
"P0066","Clothing",70,"75.12"
"P0061","Clothing",81,"39.56"
"P0085","Electronics",64,"67.63"
"P0068","Electronics",11,"76.63"
"P0126","Clothing",106,"11.82"
"P0096","Toys",86,"49.86"
"P0016","Clothing",110,"98.36"
"P0031","Electronics",86,"44.98"
"P0159","Electronics",104,"64.91"
"P0129","Furniture",139,"70.65"
"P0116","Furniture",35,"89.51"
"P0070","Electronics",63,"98.51"
"P0171","Electronics",82,"82.54"
"P0175","Electronics",124,"41.94"
"P0046","Clothing",91,"91.54"
"P0067","Furniture",104,"22.68"
"P0183","Electronics",97,"62.37"
"P0166","Groceries",2,"88.31"
"P0079","Furniture",91,"81.28"
"P0187","Clothing",143,"37.44"
"P0178","Clothing",124,"17.74"
"P0057","Clothing",94,"89.83"
"P0083","Toys",74,"34.92"
"P0125","Clothing",133,"58.6"
"P0017","Toys",70,"81.62"
"P0149","Furniture",107,"80.15"
"P0094","Groceries",163,"76.6"
"P0066","Clothing",140,"84.75"
"P0061","Clothing",115,"78.38"
"P0068","Electronics",99,"41.46"
"P0126","Clothing",160,"66.94"
"P0133","Clothing",54,"25.44"
"P0096","Toys",51,"83.51"
"P0031","Electronics",123,"29.78"
"P0159","Electronics",86,"42.54"
"P0129","Furniture",75,"46.13"
"P0116","Furniture",127,"64.06"
"P0070","Electronics",174,"52.59"
"P0171","Electronics",119,"20.99"
"P0175","Electronics",146,"81.48"
"P0046","Clothing",140,"22.15"
"P0067","Furniture",123,"60.7"
"P0183","Electronics",127,"41.44"
"P0166","Groceries",149,"61.06"
"P0079","Furniture",142,"62.44"
"P0187","Clothing",143,"89.99"
"P0178","Clothing",97,"13.86"
"P0153","Furniture",148,"27.8"
"P0083","Toys",38,"20.25"
"P0069","Clothing",67,"20.69"
"P0125","Clothing",126,"71.03"
"P0017","Toys",65,"47.63"
"P0085","Electronics",77,"58.69"
"P0068","Electronics",110,"55.67"
"P0126","Clothing",95,"72.72"
"P0133","Clothing",90,"24.05"
"P0096","Toys",127,"51.95"
"P0016","Clothing",3,"77.06"
"P0031","Electronics",148,"68.62"
"P0159","Electronics",140,"45.9"
"P0129","Furniture",55,"98.12"
"P0116","Furniture",0,"30.59"
"P0070","Electronics",76,"90.57"
"P0175","Electronics",57,"41.38"
"P0046","Clothing",106,"12.7"
"P0067","Furniture",111,"49.85"
"P0183","Electronics",82,"64.25"
"P0079","Furniture",55,"43.49"
"P0187","Clothing",91,"45.65"
"P0178","Clothing",124,"50.67"
"P0057","Clothing",68,"92.77"
"P0153","Furniture",86,"83.62"
"P0083","Toys",142,"48.82"
"P0069","Clothing",16,"10.75"
"P0017","Toys",106,"31.68"
"P0149","Furniture",103,"19.82"
"P0094","Groceries",57,"49.55"
"P0061","Clothing",49,"59.71"
"P0085","Electronics",103,"53.95"
"P0068","Electronics",93,"19.51"
"P0126","Clothing",129,"16.46"
"P0096","Toys",93,"80.28"
"P0016","Clothing",117,"87.59"
"P0129","Furniture",112,"53.32"
"P0116","Furniture",89,"99.03"
"P0070","Electronics",83,"91.99"
"P0171","Electronics",84,"31.42"
"P0175","Electronics",123,"34.5"
"P0046","Clothing",72,"29.35"
"P0067","Furniture",107,"60.46"
"P0183","Electronics",21,"68.92"
"P0166","Groceries",123,"72.39"
"P0079","Furniture",113,"18.05"
"P0187","Clothing",98,"72.79"
"P0178","Clothing",88,"29.86"
"P0057","Clothing",104,"24.13"
"P0083","Toys",155,"20.42"
"P0069","Clothing",117,"38.51"
"P0125","Clothing",159,"81.32"
"P0017","Toys",116,"77.18"
"P0149","Furniture",84,"61.81"
"P0094","Groceries",135,"82.58"
"P0066","Clothing",113,"22.23"
"P0061","Clothing",118,"34.47"
"P0085","Electronics",128,"99.17"
"P0068","Electronics",147,"85.37"
"P0126","Clothing",88,"44.28"
"P0133","Clothing",97,"39.82"
"P0096","Toys",97,"31.61"
"P0016","Clothing",79,"57.1"
"P0031","Electronics",22,"29.23"
"P0159","Electronics",32,"10.22"
"P0129","Furniture",70,"94.76"
"P0116","Furniture",82,"94.39"
"P0070","Electronics",113,"53.66"
"P0171","Electronics",97,"43.14"
"P0175","Electronics",65,"40.32"
"P0046","Clothing",108,"70.96"
"P0067","Furniture",177,"16.84"
"P0183","Electronics",78,"14.04"
"P0166","Groceries",139,"99.24"
"P0079","Furniture",44,"73.99"
"P0187","Clothing",43,"92.53"
"P0178","Clothing",149,"12.81"
"P0057","Clothing",59,"16.57"
"P0153","Furniture",108,"53.97"
"P0083","Toys",47,"43.81"
"P0069","Clothing",126,"82.68"
"P0125","Clothing",39,"21.57"
"P0017","Toys",14,"79.53"
"P0149","Furniture",129,"48.31"
"P0066","Clothing",53,"44.43"
"P0061","Clothing",77,"91.84"
"P0085","Electronics",88,"90.87"
"P0068","Electronics",85,"31.9"
"P0133","Clothing",130,"95.1"
"P0096","Toys",39,"55.74"
"P0016","Clothing",52,"82.1"
"P0031","Electronics",82,"21.3"
"P0159","Electronics",152,"72.66"
"P0129","Furniture",88,"53.84"
"P0070","Electronics",88,"13.27"
"P0171","Electronics",107,"86.11"
"P0175","Electronics",58,"36.25"
"P0046","Clothing",180,"83.94"
"P0067","Furniture",125,"90.59"
"P0183","Electronics",56,"69.33"
"P0079","Furniture",169,"10.57"
"P0187","Clothing",121,"73.57"
"P0178","Clothing",87,"23"
"P0057","Clothing",60,"54.12"
"P0153","Furniture",67,"94.36"
"P0083","Toys",35,"39.53"
"P0069","Clothing",89,"13.96"
"P0125","Clothing",76,"61.25"
"P0017","Toys",124,"16.15"
"P0149","Furniture",121,"53.37"
"P0094","Groceries",157,"83.13"
"P0061","Clothing",102,"40.32"
"P0068","Electronics",107,"39.69"
"P0126","Clothing",92,"98.47"
"P0133","Clothing",93,"80.13"
"P0096","Toys",82,"21.84"
"P0016","Clothing",43,"30.85"
"P0031","Electronics",124,"43.48"
"P0159","Electronics",65,"23.52"
"P0129","Furniture",65,"71.05"
"P0116","Furniture",107,"69.85"
"P0070","Electronics",95,"31.15"
"P0171","Electronics",138,"88.54"
"P0175","Electronics",104,"97.67"
